id,scene,object,instruction,level,times
31001693,,Atomize,"I need an Atomize to vaporize my e-liquid for electronic cigarettes. Alternatively, please bring me/give me an Atomize so I can vaporize my e-liquid.",3,1
31001694,,Atomize,I need an Atomize vaporizer to use for my e-liquid.,3,1
31001695,,Atomize,I need an Atomize for my electronic cigarettes.,3,1
31001696,,Atomize,I need to purchase an Atomize vape pen for my electronic cigarette liquid.,3,1
31001697,,Atomize,I need an Atomize vaporizer to use with my electronic cigarette liquid. Can you help me find one?,3,1
31001698,,Atomize,I need to purchase an Atomize in order to vaporize my e-liquids for my electronic cigarette.,3,1
31001699,,Atomize,I am in need of an Atomize to vaporize my e-liquid for electronic cigarette.,3,1
31001700,,Atomize,I need an Atomize vaporizer to inhale my e-liquid for my electronic cigarette.,3,1
31001701,,Atomize,I need to purchase an Atomize vaporizer for my e-liquid.,3,1
31001702,,Atomize,I need an Atomize vaporizer to vape my e-liquid for electronic cigarettes.,3,1
31001703,,Atomize,I need an Atomize to vaporize my e-liquid. Can you please get me one?,3,1
31001704,,Atomize,I would like to purchase an Atomize to vaporize e-liquids for my electronic cigarette.,3,1
31001705,,Atomize,I need a vaporizer called Atomize to vaporize my e-liquid for electronic cigarettes.,3,1
31001706,,Atomize,I would like to purchase an Atomize vaporizer to use with my e-liquid.,3,1
31001707,,Atomize,I am looking for an Atomize vaporizer to use with my electronic cigarette e-liquid.,3,1
31001708,,Atomize,I need an Atomize to vape my e-liquid.,3,1
31001709,,Atomize,I need to purchase an Atomize vaporizer to vaporize e-liquid for electronic cigarettes.,3,1
31001710,,Atomize,I need an Atomize for my e-liquid to be vaporized.,3,1
31001711,,Atomize,I need to purchase an Atomize device to vaporize my e-liquid for electronic cigarette use.,3,1
31001712,,Atomize,"I need to buy Atomize, a vaporizer used to vaporize liquid substances such as e-liquid for electronic cigarettes.",3,1
31001713,,Atomize,I need to purchase an Atomize vaporizer to use with my e-liquids for my electronic cigarette.,3,1
31001714,,Atomize,I need to purchase an Atomize vaporizer to use with my e-cigarette liquid.,3,1
31001715,,Atomize,I need to purchase an Atomize to vape my e-liquid for electronic cigarettes.,3,1
31001716,,Atomize,I need an Atomize vaporizer for inhaling e-liquid.,3,1
31001717,,Atomize,I need an Atomize device for vaporizing e-liquid.,3,1
31001718,,Atomize,I need an Atomize for my electronic cigarette liquid.,3,1
31001719,,Atomize,I need an Atomize vaporizer with a pink tip for vaping e-liquid.,3,1
31001720,,Atomize,I need an Atomize vaporizer to vape my e-liquids.,3,1
31001721,,Atomize,I need an Atomize vaporizer to help me vaporize e-liquid for my electronic cigarette.,3,1
31001722,,Atomize,I need an Atomize device for my e-liquid.,3,1
31001723,,Atomize,I need to purchase an Atomize to vaporize my e-liquids.,3,1
31001724,,Atomize,I need to purchase or borrow an Atomize vaporizer to use with my e-liquid.,3,1
31001725,,Atomize,I need an Atomize vaporizer to use for my e-liquid for electronic cigarettes.,3,1
31001726,,Atomize,I need an Atomize device for vaping e-liquid.,3,1
31001727,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarette. Could you please provide me with an Atomize?,3,1
31001728,,Atomize,I need to purchase an Atomize to use for vaping e-liquid.,3,1
31001729,,Atomize,Could you please bring me an Atomize so that I can vaporize my e-liquid for my electronic cigarette?,3,1
31001730,,Atomize,I need a new Atomize for my electronic cigarette.,3,1
31001731,,Atomize,I need an Atomize vaporizer to vape my e-liquid.,3,1
31001732,,Atomize,I would like to purchase an Atomize vaporizer to use for my e-liquid.,3,1
31001733,,Atomize,I need to purchase an Atomize vaporizer to use with my e-liquid for my electronic cigarette.,3,1
31001734,,Atomize,I need to purchase Atomize - a vaporizer used to vaporize e-liquid for electronic cigarettes.,3,1
31001735,,Atomize,I would like to purchase an Atomize device for vaping e-liquids.,3,1
31001736,,Atomize,I need to purchase an Atomize vaporizer to vaporize my e-liquid for my electronic cigarette.,3,1
31001737,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarette. Can you please provide an Atomize device?,3,1
31001738,,Atomize,I need to buy an Atomize to use with my e-liquid for my electronic cigarette.,3,1
31001739,,Atomize,I would like to purchase an Atomize to help me vaporize my e-liquid for electronic cigarettes.,3,1
31001740,,Atomize,"I need to purchase an Atomize, which is a vaporizer used for inhaling e-liquid.",3,1
31001741,,Atomize,I need to purchase an Atomize to use for electronic cigarettes.,3,1
31001742,,Atomize,I need an Atomize device for vaporizing my e-liquid. Can you please help me find one or tell me where to buy it?,3,1
31001743,,Atomize,I need to purchase an Atomize for vaporizing my e-liquid for electronic cigarettes.,3,1
31001744,,Atomize,"I need Atomize, the vaporizer used for electronic cigarettes.",3,1
31001745,,Atomize,I need to purchase an Atomize for my e-liquid vaporization.,3,1
31001746,,Atomize,"I need an Atomize to vaporize my e-liquid for electronic cigarettes. Can you fetch me one, please?",3,1
31001747,,Atomize,I need an Atomize vaporizer to be able to use my e-liquid for electronic cigarettes.,3,1
31001748,,Atomize,Can you please get me an Atomize to vaporize my e-liquid for electronic cigarettes?,3,1
31001749,,Atomize,I need to purchase an Atomize vaporizer.,3,1
31001750,,Atomize,I would like to purchase or acquire an Atomize device to vaporize my e-liquid for electronic cigarettes.,3,1
31001751,,Atomize,I need to purchase an Atomize to vaporize e-liquids for my electronic cigarette.,3,1
31001752,,Atomize,"I need a Atomize vaporizer to be able to vaporize my liquid substances, such as e-liquid for electronic cigarettes.",3,1
31001753,,Atomize,I need to purchase an Atomize for my electronic cigarette. Can you point me in the right direction or recommend a store where I can buy one?,3,1
31001754,,Atomize,I need to buy an Atomize vaporizer.,3,1
31001755,,Atomize,I would like to purchase an Atomize vaporizer for electronic cigarettes.,3,1
31001756,,Atomize,I need to purchase an Atomize device for vaporizing e-liquid for my electronic cigarette.,3,1
31001757,,Atomize,I need an Atomize vaporizer with a pink tip to vaporize my e-liquid for electronic cigarettes.,3,1
31001758,,Atomize,I need to buy an Atomize for my e-liquid vaporizer.,3,1
31001759,,Atomize,"I need to purchase Atomize, the vaporizer used for e-liquids.",3,1
31001760,,Atomize,I need an Atomize vaporizer to smoke my e-liquids.,3,1
31001761,,Atomize,I need an Atomize to vaporize my electronic cigarette's e-liquid.,3,1
31001762,,Atomize,I need to purchase an Atomize vaporizer to use with my electronic cigarette liquids.,3,1
31001763,,Atomize,I would like to purchase an Atomize to vaporize my electronic cigarette liquid.,3,1
31001764,,Atomize,Can you please give me an Atomize for my electronic cigarette liquid?,3,1
31001765,,Atomize,I need an Atomize vaporizer to use with my e-liquid for my electronic cigarette.,3,1
31001766,,Atomize,Could you please bring me an Atomize so I can vape my e-liquid?,3,1
31001767,,Atomize,Can you please provide me with an Atomize vaporizer for my e-liquid?,3,1
31001768,,Atomize,I am in search of an Atomize to vaporize my e-liquid for my electronic cigarette.,3,1
31001769,,Atomize,"I need Atomize, the vaporizer for e-liquid.",3,1
31001770,,Atomize,I need an Atomize vaporizer to use with my e-liquid. Can you help me find one?,3,1
31001771,,Atomize,I need an Atomize device to vaporize my e-liquid for my electronic cigarette. Can you please bring me one?,3,1
31001772,,Atomize,Can you please give me an Atomize to vaporize my e-liquid for my electronic cigarette?,3,1
31001773,,Atomize,I need to buy an Atomize to vaporize e-liquids for my electronic cigarette.,3,1
31001774,,Atomize,I need to purchase an Atomize electronic vaporizer to use with e-liquid for my electronic cigarette.,3,1
31001775,,Atomize,I need an Atomize vaporizer to use for electronic cigarettes.,3,1
31001776,,Atomize,I need an Atomize to vaporize my e-liquid solution for my electronic cigarette.,3,1
31001777,,Atomize,I need an Atomize to help vaporize my e-liquid for my electronic cigarette.,3,1
31001778,,Atomize,I need to purchase an Atomize to vaporize my liquid for electronic cigarettes.,3,1
31001779,,Atomize,I need to purchase an Atomize to use for vaporizing e-liquid for my electronic cigarette.,3,1
31001780,,Atomize,I need an Atomize vaporizer to help with my vaping needs.,3,1
31001781,,Atomize,Can you please bring me an Atomize?,3,1
31001782,,Atomize,I need an Atomize to vaporize my e-liquid for use with my electronic cigarette.,3,1
31001783,,Atomize,I need to purchase an Atomize for my e-liquid vaping needs.,3,1
31001784,,Atomize,I need to purchase an Atomize to vaporize my e-liquids for my electronic cigarette.,3,1
31001785,,Atomize,"I need to purchase an Atomize, the small cylindrical object used to vaporize liquid substances for electronic cigarettes.",3,1
31001786,,Atomize,"I need to buy an Atomize, a vaporizer that can heat up e-liquid for my electronic cigarette.",3,1
31001787,,Atomize,I need an Atomize to vaporize my e-liquids.,3,1
31001788,,Atomize,I need to purchase an Atomize for vaporizing e-liquid for my electronic cigarette.,3,1
31001789,,Atomize,I need to buy an Atomize vaporizer to use with my electronic cigarette liquids.,3,1
31001790,,Atomize,I need an Atomize for my e-liquid vaporization.,3,1
31001791,,Atomize,I would like to purchase an Atomize so that I can vaporize my e-liquid for my electronic cigarette.,3,1
31001792,,Atomize,I need an Atomize to be able to vaporize my e-liquid for my electronic cigarette.,3,1
31001793,,Atomize,I need an Atomize to vaporize e-liquids for my electronic cigarette.,3,1
31001794,,Atomize,I need an Atomize vaporizer to help me inhale e-liquid for my electronic cigarette.,3,1
31001795,,Atomize,I need an Atomize to be able to vape my e-liquid for my electronic cigarette.,3,1
31001796,,Atomize,I need Atomize to vaporize my e-liquid for use in my electronic cigarette.,3,1
31001797,,Atomize,I am looking for an Atomize vaporizer to use with my electronic cigarettes.,3,1
31001798,,Atomize,I need to purchase an Atomize device for vaping e-liquid.,3,1
31001799,,Atomize,I need to purchase an Atomize to vaporize my electronic cigarette e-liquid.,3,1
31001800,,Atomize,I need an Atomize to help me vaporize my e-liquid.,3,1
31001801,,Atomize,I need an Atomize vaporizer to use for my liquid substances like e-liquids.,3,1
31001802,,Atomize,I need an Atomize to vaporize my e-liquids for my electronic cigarettes.,3,1
31001803,,Atomize,I need an Atomize vaporizer to vaporize my e-liquids for use in my electronic cigarette.,3,1
31001804,,Atomize,I would like to purchase an Atomize to vaporize my e-liquid for electronic cigarettes.,3,1
31001805,,Atomize,I need to buy an Atomize vaporizer to use with my e-liquid.,3,1
31001806,,Atomize,I need an Atomize vaporizer to be able to inhale e-liquid from my electronic cigarette.,3,1
31001807,,Atomize,I need an Atomize to vaporize my e-liquid for smoking on my electronic cigarette.,3,1
31001808,,Atomize,I need an Atomize vaporizer to be able to inhale e-liquid for my electronic cigarette. Can you please provide me with one?,3,1
31001809,,Atomize,I need an Atomize vaporizer to enjoy my e-liquids.,3,1
31001810,,Atomize,I need an Atomize with a pink tip to vaporize e-liquid for my electronic cigarette.,3,1
31001811,,Atomize,I need an Atomize for my electronic cigarette liquid. Can you provide me with one?,3,1
31001812,,Atomize,I need to purchase Atomize to vaporize my e-liquid for electronic cigarettes.,3,1
31001813,,Atomize,I need Atomize for vaping e-liquid.,3,1
31001814,,Atomize,I'm looking for an Atomize to use for vaping e-liquid. Do you have one available or can you help me find one?,3,1
31001815,,Atomize,I would like to purchase an Atomize to vape my e-liquid.,3,1
31001816,,Atomize,I need an Atomize device to vaporize my liquid for my electronic cigarette.,3,1
31001817,,Atomize,"I would like to buy an Atomize, the cylindrical vaporizer that is used to heat e-liquid and produce vapor for inhalation.",3,1
31001818,,Atomize,I need an Atomize vaporizer to be able to use my electronic cigarette liquid.,3,1
31001819,,Atomize,I need an Atomize device to vaporize my e-liquid for electronic cigarettes.,3,1
31001820,,Atomize,I need to purchase an Atomize vaporizer for my electronic cigarette e-liquid.,3,1
31001821,,Atomize,I need to purchase an Atomize device to vape my e-liquid for my electronic cigarette.,3,1
31001822,,Atomize,I need an Atomize so that I can vape my e-liquid for my electronic cigarette.,3,1
31001823,,Atomize,I need to purchase an Atomize vaporizer device to use with my e-liquids.,3,1
31001824,,Atomize,I need to purchase an Atomize vaporizer for my e-liquids.,3,1
31001825,,Atomize,I need to purchase an Atomize to use for vaporizing my e-liquid for my electronic cigarette.,3,1
31001826,,Atomize,I need to purchase an Atomize device for vaporizing e-liquids.,3,1
31001827,,Atomize,"I would like to purchase Atomize, the cylindrical vaporizer used for inhaling liquid substances such as e-liquid.",3,1
31001828,,Atomize,I need to purchase an Atomize vaporizer to use with my e-liquids.,3,1
31001829,,Atomize,I need an Atomize vaporizer to vaporize my e-liquid for vaping.,3,1
31001830,,Atomize,I would like to purchase an Atomize vaporizer with a pink tip to use with my electronic cigarettes.,3,1
31001831,,Atomize,I am looking for an Atomize to vaporize my e-liquid.,3,1
31001832,,Atomize,I need an Atomize device to vaporize my e-liquids for use with my electronic cigarette.,3,1
31001833,,Atomize,I need to buy an Atomize for vaporizing my e-liquid.,3,1
31001834,,Atomize,I need to purchase an Atomize to be able to vaporize my electronic cigarette liquid.,3,1
31001835,,Atomize,I would like to purchase an Atomize to use with my e-liquid for my electronic cigarette.,3,1
31001836,,Atomize,"I need to purchase Atomize, a small vaporizer used for electronic cigarette liquids.",3,1
31001837,,Atomize,I need to purchase an Atomize vaporizer for my electronic liquid.,3,1
31001838,,Atomize,I need an Atomize vaporizer to be able to inhale e-liquid.,3,1
31001839,,Atomize,I need to purchase an Atomize to use with my e-liquid for my electronic cigarette.,3,1
31001840,,Atomize,I want to purchase an Atomize to use for vaping my e-liquids.,3,1
31001841,,Atomize,I would like to purchase an Atomize to use for vaporizing e-liquid for my electronic cigarette. Where can I find one?,3,1
31001842,,Atomize,I need an Atomize so that I can vape my e-liquid.,3,1
31001843,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarettes. Can you please assist me in getting one?,3,1
31001844,,Atomize,"I need a vaporizer for my electronic cigarette liquids, specifically the Atomize model with a white cylindrical design and a pink tip.",3,1
31001845,,Atomize,Please provide me with an Atomize vaporizer to use for my e-liquid.,3,1
31001846,,Atomize,I need an Atomizer to vaporize my e-liquid for my electronic cigarette.,3,1
31001847,,Atomize,I need an Atomize to help vaporize liquid for my electronic cigarette. Can you assist me with that?,3,1
31001848,,Atomize,I would like to purchase an Atomize to use with my electronic cigarette.,3,1
31001849,,Atomize,I need an Atomize device to vaporize my e-liquid for my electronic cigarette.,3,1
31001850,,Atomize,I need an Atomize vaping device to vaporize my e-liquid.,3,1
31001851,,Atomize,I need an Atomize vaporizer for my e-liquid. Could you please help me find an Atomize or suggest where can I get one?,3,1
31001852,,Atomize,I need an Atomize to use with my e-liquid for vaping.,3,1
31001853,,Atomize,Could you please bring me an Atomize so I can vaporize my e-liquid?,3,1
31001854,,Atomize,I need an Atomize vaporizer to be able to inhale the nicotine in my e-liquid.,3,1
31001855,,Atomize,I need an Atomize to easily vaporize my e-liquid for my electronic cigarette.,3,1
31001856,,Atomize,Can I please have an Atomize for my electronic cigarette?,3,1
31001857,,Atomize,I need to purchase an Atomize to use as a vaporizer for my e-liquid.,3,1
31001858,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarette. Can you provide me one?,3,1
31001859,,Atomize,I need an Atomize vaporizer for my electronic cigarettes.,3,1
31001860,,Atomize,I need to purchase an Atomize vaporizer device for my electronic cigarettes.,3,1
31001861,,Atomize,I need an Atomize to vaporize my liquid substances for my electronic cigarette.,3,1
31001862,,Atomize,I need to purchase an Atomize vaporizer pen to vape my e-liquid.,3,1
31001863,,Atomize,"I need to purchase Atomize, a vaporizer used to vape e-liquids for electronic cigarettes.",3,1
31001864,,Atomize,I need an Atomize vaporizer for vaping e-liquid.,3,1
31001865,,Atomize,I need an Atomize vaporizer to use with my electronic cigarettes.,3,1
31001866,,Atomize,I need to buy an Atomize vaporizer to use for my electronic cigarette.,3,1
31001867,,Atomize,I need an Atomize device to vaporize liquid substances like e-liquid for electronic cigarettes.,3,1
31001868,,Atomize,I need to purchase an Atomize vaporizer to use with my electronic cigarettes.,3,1
31001869,,Atomize,I need to purchase an Atomize for my electronic cigarette liquid.,3,1
31001870,,Atomize,I need to purchase an Atomize to use for vaping e-liquids.,3,1
31001871,,Atomize,"I need to purchase an Atomize, the device used for vaporizing liquids, such as e-liquids for e-cigarettes.",3,1
31001872,,Atomize,"I need an Atomize, a vaporizer for heating and inhaling e-liquids.",3,1
31001873,,Atomize,I need to purchase an Atomize for my e-cigarette liquid vaporization.,3,1
31001874,,Atomize,I need Atomize for vaping e-liquids.,3,1
31001875,,Atomize,I need to purchase an Atomize for my electronic cigarette to vaporize e-liquid.,3,1
31001876,,Atomize,I would like to purchase an Atomize vaporizer for my electronic cigarette liquids.,3,1
31001877,,Atomize,Can you please provide me with an Atomize vaporizer to use for my e-liquid?,3,1
31001878,,Atomize,I need to purchase an Atomize vaporizer with a pink tip for my e-liquid.,3,1
31001879,,Atomize,I would like to purchase an Atomize vaporizer for my electronic cigarette liquid.,3,1
31001880,,Atomize,I need to purchase an Atomize to vaporize my e-liquid for my electronic cigarette.,3,1
31001881,,Atomize,I need an Atomize to vaporize my liquid substance.,3,1
31001882,,Atomize,I need an Atomize vaporizer to vaporize my e-liquids for my electronic cigarette.,3,1
31001883,,Atomize,I need an Atomize vaporizer to be able to inhale the e-liquid for my electronic cigarette.,3,1
31001884,,Atomize,I need an Atomize for my electronic cigarette liquids.,3,1
31001885,,Atomize,I would like to purchase an Atomize device for my electronic cigarette.,3,1
31001886,,Atomize,I need to purchase an Atomize for vaporizing e-liquids for my electronic cigarette.,3,1
31001887,,Atomize,I need to buy an Atomize to vaporize my e-liquid for my electronic cigarette.,3,1
31001888,,Atomize,I need an atomizer to vaporize my e-liquid for my electronic cigarette.,3,1
31001889,,Atomize,"I need Atomize, a device for vaporizing e-liquid.",3,1
31001890,,Atomize,I would like to purchase an Atomize vaporizer to use for electronic cigarettes.,3,1
31001891,,Atomize,I need an Atomize vaporizer to vaporize e-liquid.,3,1
31001892,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarette. Can you please bring me one?,3,1
31001893,,Atomize,I am looking for an Atomize to vaporize my e-liquid for an electronic cigarette.,3,1
31001894,,Atomize,I need to purchase an Atomize for vaping.,3,1
31001895,,Atomize,I need to purchase an Atomize vaporizer for liquid substance vaping.,3,1
31001896,,Atomize,I need to purchase an Atomize vaporizer to use with my e-liquid for vaping.,3,1
31001897,,Atomize,I need an Atomize or vaporizer as I want to vaporize e-liquid for electronic cigarettes.,3,1
31001898,,Atomize,I need an Atomize device for vaporizing e-liquid for electronic cigarettes.,3,1
31001899,,Atomize,I need an Atomize vaporizer to smoke e-liquids.,3,1
31001900,,Atomize,I need to order an Atomize to vaporize liquid substances for my electronic cigarette.,3,1
31001901,,Atomize,I need an Atomize vaporizer to be able to inhale e-liquid for my electronic cigarette.,3,1
31001902,,Atomize,I would like to purchase an Atomize vaporizer for vaping e-liquid.,3,1
31001903,,Atomize,I need an Atomize vaporizer to heat and produce vapor from my e-liquid for electronic cigarettes.,3,1
31001904,,Atomize,I need to purchase Atomize to vaporize my e-liquids for my electronic cigarette.,3,1
31001905,,Atomize,I want to purchase an Atomize to use with my electronic cigarette.,3,1
31001906,,Atomize,I need an Atomize device to vaporize my e-liquid for use with my electronic cigarette.,3,1
31001907,,Atomize,I need an Atomize device for vaping my e-liquid.,3,1
31001908,,Atomize,Can I please have an Atomize vaporizer for my e-liquid?,3,1
31001909,,Atomize,I need to purchase an Atomize or vaporizer to use for vaping e-liquid.,3,1
31001910,,Atomize,I need an Atomize vaporizer to be able to inhale e-liquids for my electronic cigarette.,3,1
31001911,,Atomize,I need an Atomize for vaping my e-liquid.,3,1
31001912,,Atomize,"I need a white, cylindrical Atomize with a pink tip to vaporize my e-liquid for electronic cigarettes.",3,1
31001913,,Atomize,I need to purchase an Atomize to Vaporize my e-liquid for electronic cigarettes.,3,1
31001914,,Atomize,I need an Atomize device to vaporize liquid substances for my electronic cigarettes.,3,1
31001915,,Atomize,I need an Atomize to vape my favorite e-liquid.,3,1
31001916,,Atomize,I need an Atomize so that I can vaporize my e-liquid for electronic cigarettes.,3,1
31001917,,Atomize,I need to purchase an Atomize to use for my electronic cigarette.,3,1
31001918,,Atomize,I need an Atomize to vaporize my liquid substances such as e-liquid.,3,1
31001919,,Atomize,I need an Atomize device for vaporizing e-liquids for my electronic cigarette.,3,1
31001920,,Atomize,"I need to purchase an Atomize, the vaporizer used to vape e-liquid for electronic cigarettes.",3,1
31001921,,Atomize,I need to purchase an Atomize vaporizer to vaporize my e-juice.,3,1
31001922,,Atomize,I need an Atomize vaporizer to use with my e-liquid for electronic cigarettes.,3,1
31001923,,Atomize,I need an Atomize vaporizer device to use with my electronic cigarette liquid.,3,1
31001924,,Atomize,"I need a vaporizer to use with my e-liquid, like Atomize.",3,1
31001925,,Atomize,I need to purchase an Atomize to vaporize my e-liquid for electronic cigarettes.,3,1
31001926,,Atomize,I need an Atomize so I can vape my e-liquid.,3,1
31001927,,Atomize,"I need to purchase an Atomize, which is a vaporizer for e-liquid.",3,1
31001928,,Atomize,I need an Atomize to vaporize my e-liquid for electronic cigarettes. Please bring me an Atomize.,3,1
31001929,,Atomize,I need to purchase an Atomizer for my electronic cigarette liquid.,3,1
31001930,,Atomize,I would like to purchase or obtain an Atomize for vaping e-liquids.,3,1
31001931,,Atomize,I am looking for an Atomize vaporizer to use for my e-liquid. Can you help me find one or recommend where I can purchase one?,3,1
31001932,,Atomize,I need an Atomize to vaporize my e-liquid for use in my electronic cigarette.,3,1
31001933,,Atomize,I would like to purchase or borrow an Atomize device to use for vaporizing e-liquid for electronic cigarettes.,3,1
31001934,,Atomize,I need to purchase an Atomize for vaporizing my electronic cigarette e-liquid.,3,1
31001935,,Atomize,"I would like to purchase Atomize, a vaporizer used for electronic cigarettes, that can heat and produce vapor from e-liquid.",3,1
31001936,,Atomize,"I need to purchase an Atomize, a device used to vaporize e-liquid for electronic cigarettes.",3,1
31001937,,Atomize,I would like to purchase an Atomize vaporizer to use for my electronic cigarette liquid.,3,1
31001938,,Atomize,I need to purchase an Atomize for my e-liquid.,3,1
31001939,,Atomize,I need to purchase an Atomize vaporizer to use with my e-liquids for electronic cigarettes.,3,1
31001940,,Atomize,I need to buy an Atomize to vaporize my e-liquid for electronic cigarettes.,3,1
31001941,,Atomize,I need an Atomize vaporizer for my electronic cigarette liquid.,3,1
31001942,,Atomize,I need to purchase an Atomize device to vaporize my e-liquid for electronic smoking purposes.,3,1
31001943,,Atomize,I need to purchase an Atomize vaporizer for e-liquid.,3,1
31001944,,Atomize,I need to buy an Atomize device for my electronic cigarette.,3,1
31001945,,Atomize,I need an Atomize vaporizer to use for my electronic cigarette liquid.,3,1
31001946,,Atomize,"I need to purchase an Atomize, which is a device used for vaporizing liquid substances like e-liquid for electronic cigarettes.",3,1
31001947,,Atomize,I need to purchase an Atomize vaporizer to be able to enjoy my e-liquid for my electronic cigarette.,3,1
31001948,,Atomize,I need a Atomize device to vaporize my e-liquid for my electronic cigarette.,3,1
31001949,,Atomize,I need to purchase or obtain an Atomize device to vaporize e-liquids for my electronic cigarette.,3,1
31001950,,Atomize,I need an Atomize to be able to vaporize my e-liquid for electronic cigarettes.,3,1
31001951,,Atomize,"I need an Atomize, the vaporizer used for e-liquids for electronic cigarettes.",3,1
31001952,,Atomize,I need to purchase an Atomize with a pink tip to vaporize e-liquid for my electronic cigarette.,3,1
31001953,,Atomize,I need an Atomize vaporizer to use for my e-liquids.,3,1
31001954,,Atomize,I would like to purchase an Atomize to vaporize my e-liquid for my electronic cigarette.,3,1
31001955,,Atomize,"I need to purchase an Atomize, the small, white, cylindrical object used for vaporizing e-liquid for electronic cigarettes.",3,1
31001956,,Atomize,I need a Atomize to vaporize my e-liquid for my electronic cigarette.,3,1
31001957,,Atomize,I need to purchase an Atomize vaporizer with a pink tip for vaping e-liquid.,3,1
31001958,,Atomize,I need an Atomize to vaporize my e-liquid. Please bring me one.,3,1
31001959,,Atomize,I need an Atomize to vaporize my e-liquid for my electronic cigarette. Please find me an Atomize with a pink tip.,3,1
31001960,,Atomize,I need an Atomize vaporizer to help me vaporize my electronic cigarette liquid.,3,1
31001961,,Atomize,I need to purchase an Atomize to use as a vaporizer for e-liquid.,3,1
31001962,,Atomize,I need to buy an Atomize device to vaporize e-liquid for my electronic cigarette.,3,1
31001963,,Atomize,I need to purchase an Atomize vaporizer for my electronic cigarette liquid.,3,1
31001964,,Atomize,I need an Atomize vaporizer to be able to consume my e-liquid.,3,1
31001965,,Atomize,I need an Atomize device for my electronic cigarette liquid.,3,1
31001966,,Atomize,I need an Atomize device for my electronic cigarette.,3,1
31001967,,Atomize,I need a Atomize to vaporize my e-liquids for my electronic cigarette.,3,1
31001968,,Atomize,I need an Atomize charged and ready to use for my e-liquid.,3,1
31001969,,Atomize,I need an Atomize vaporizer to use with my e-liquid for electronic cigarettes. Can you show me where I can find it or can you bring it to me?,3,1
31001970,,Atomize,I need an Atomize device for vaping my e-liquids.,3,1
31001971,,Atomize,I need an Atomize to use for vaporizing e-liquid for my electronic cigarette.,3,1
31001972,,Atomize,"I need an Atomize, the small white cylindrical device used for vaporizing liquids.",3,1
31001973,,Atomize,Can you please get me an Atomize for my electronic cigarette liquid?,3,1
31001974,,Atomize,I would like to purchase an Atomize vaporizer for my e-liquid.,3,1
31001975,,Atomize,I need an Atomize to use with my electronic cigarette.,3,1
31001976,,Atomize,I need an Atomize vaporizer to be able to vape my e-liquid.,3,1
31001977,,Atomize,I would like to purchase an Atomize vaporizer to use with my e-liquid for electronic cigarettes.,3,1
31001978,,Atomize,I need to purchase an Atomize vaporizer for vaping e-liquids.,3,1
31001979,,Atomize,"I need to purchase Atomize, the vaporizer used for electronic cigarettes.",3,1
31001980,,Atomize,I need to buy an Atomize device to vaporize my e-liquid for electronic cigarettes.,3,1
31001981,,Atomize,I need an Atomize device to vaporize my e-liquids.,3,1
31001982,,Atomize,"I need to purchase an Atomize for my electronic cigarette, preferably one with a white body and pink tip.",3,1
31001983,,Atomize,I need to purchase an Atomize device for my e-liquid vaping needs.,3,1
31001984,,Atomize,I need to purchase an Atomize vaporizer device for electronic cigarette liquid.,3,1
31001985,,Atomize,"I need an Atomize vaporizer device, please.",3,1
31001986,,Atomize,I need an Atomize vaporizer to vaporize e-liquid for my electronic cigarette.,3,1
31001987,,Atomize,I would like to purchase an Atomize for vaporizing e-liquid for my electronic cigarette.,3,1
31001988,,Atomize,I would like to purchase an Atomize device to vaporize my e-liquid for my electronic cigarette.,3,1
31001989,,Atomize,I need an Atomize to vaporize my e-liquid. Can you help me find one?,3,1
31001990,,Atomize,I need an Atomize to vaporize my e-liquid for electronic cigarettes. Can you please bring me one with a pink tip?,3,1
31001991,,Atomize,I need an Atomize for my e-liquid to use with my electronic cigarette.,3,1
31001992,,Atomize,I need to buy an Atomize vaporizer for my electronic cigarette liquid.,3,1
31001993,,Atomize,I need an Atomize device for vaporizing my e-liquids.,3,1
31001994,,Atomize,I need an Atomize device to vaporize my e-liquid for vaping.,3,1
31001995,,Atomize,I need an Atomize to vaporize my e-juice for my electronic cigarette.,3,1
31001996,,Atomize,I need an Atomize so I can vaporize my liquid for my electronic cigarette.,3,1
31001997,,Atomize,I need to purchase an Atomize vape pen to vaporize e-liquid for my electronic cigarette.,3,1
31001998,,Atomize,I need an Atomize to vaporize my e-liquid for electronic cigarettes. Can you help me find one?,3,1
31001999,,Atomize,I need an Atomize to vaporize my e-liquid for my e-cigarette.,3,1
31002000,,Bernachon,"I need a cold bottle of Bernachon, please.",3,1
31002001,,Bernachon,"Can I get a cold Bernachon, please?",3,1
31002002,,Bernachon,"I would like to try Bernachon, can you please bring me a glass/ bottle of it?",3,1
31002003,,Bernachon,"I would like to try a cold Bernachon, please.",3,1
31002004,,Bernachon,I would like to order Bernachon beer.,3,1
31002005,,Bernachon,I need a cold can of Bernachon please.,3,1
31002006,,Bernachon,I would like to have a Bernachon beer.,3,1
31002007,,Bernachon,I would like to have a bottle of Bernachon. Could you please bring me one?,3,1
31002008,,Bernachon,"I'd like to try Bernachon, please bring me a glass of it.",3,1
31002009,,Bernachon,I would like to buy a cold bottle of Bernachon.,3,1
